"time","agriculture_damage","trialnum"
1888,NA,1
1889,NA,1
1890,NA,1
1891,NA,1
1892,NA,1
1893,NA,1
1894,NA,1
1895,NA,1
1896,NA,1
1897,NA,1
1898,NA,1
1899,NA,1
1900,NA,1
1901,NA,1
1902,NA,1
1903,NA,1
1904,NA,1
1905,NA,1
1906,NA,1
1907,NA,1
1908,NA,1
1909,NA,1
1910,NA,1
1911,NA,1
1912,NA,1
1913,NA,1
1914,NA,1
1915,NA,1
1916,NA,1
1917,NA,1
1918,NA,1
1919,NA,1
1920,NA,1
1921,NA,1
1922,NA,1
1923,NA,1
1924,NA,1
1925,NA,1
1926,NA,1
1927,NA,1
1928,NA,1
1929,NA,1
1930,NA,1
1931,NA,1
1932,NA,1
1933,NA,1
1934,NA,1
1935,NA,1
1936,NA,1
1937,NA,1
1938,NA,1
1939,NA,1
1940,NA,1
1941,NA,1
1942,NA,1
1943,NA,1
1944,NA,1
1945,NA,1
1946,NA,1
1947,NA,1
1948,NA,1
1949,NA,1
1950,NA,1
1951,NA,1
1952,NA,1
1953,NA,1
1954,NA,1
1955,NA,1
1956,NA,1
1957,NA,1
1958,NA,1
1959,NA,1
1960,NA,1
1961,NA,1
1962,NA,1
1963,NA,1
1964,NA,1
1965,NA,1
1966,NA,1
1967,NA,1
1968,NA,1
1969,NA,1
1970,NA,1
1971,NA,1
1972,NA,1
1973,NA,1
1974,NA,1
1975,NA,1
1976,NA,1
1977,NA,1
1978,NA,1
1979,NA,1
1980,NA,1
1981,NA,1
1982,NA,1
1983,NA,1
1984,NA,1
1985,NA,1
1986,NA,1
1987,NA,1
1988,NA,1
1989,NA,1
1990,NA,1
1991,NA,1
1992,NA,1
1993,NA,1
1994,NA,1
1995,NA,1
1996,NA,1
1997,NA,1
1998,NA,1
1999,NA,1
2000,NA,1
2001,NA,1
2002,NA,1
2003,NA,1
2004,NA,1
2005,NA,1
2006,NA,1
2007,NA,1
2008,NA,1
2009,NA,1
2010,NA,1
2011,NA,1
2012,NA,1
2013,NA,1
2014,NA,1
2015,NA,1
2016,NA,1
2017,NA,1
2018,NA,1
2019,NA,1
2020,-1.4434226786525983e11,1
2021,-1.5212438547981946e11,1
2022,-1.6029386723182385e11,1
2023,-1.686957854453145e11,1
2024,-1.7705589610832318e11,1
2025,-1.85012119486925e11,1
2026,-1.9275391551238165e11,1
2027,-2.001616348427792e11,1
2028,-2.0761019325523544e11,1
2029,-2.1527198757460504e11,1
2030,-2.235207672458604e11,1
2031,-2.327237282499882e11,1
2032,-2.4290809195930722e11,1
2033,-2.5431399601287976e11,1
2034,-2.672066537076423e11,1
2035,-2.8107324981984454e11,1
2036,-2.989959623896982e11,1
2037,-3.1771256357440955e11,1
2038,-3.371476928563112e11,1
2039,-3.5732025185201324e11,1
2040,-3.780787077622861e11,1
2041,-3.883922651902276e11,1
2042,-3.9913251784494934e11,1
2043,-4.106582069187084e11,1
2044,-4.2316524857509314e11,1
2045,-4.3707792680938464e11,1
2046,-4.5005971703230035e11,1
2047,-4.637500555724772e11,1
2048,-4.7764602991710223e11,1
2049,-4.909652848851708e11,1
2050,-5.0338176193026984e11,1
2051,-5.081692343622197e11,1
2052,-5.129901917434211e11,1
2053,-5.1806107504994415e11,1
2054,-5.2376942968656805e11,1
2055,-5.305694991005225e11,1
2056,-5.4141055910390027e11,1
2057,-5.367776004463414e11,1
2058,-5.1949472728641876e11,1
2059,-5.0258091060483716e11,1
2060,-4.8686639942443536e11,1
2061,-4.6313682925954395e11,1
2062,-4.4140198113304266e11,1
2063,-4.2089808399515344e11,1
2064,-4.01135321152001e11,1
2065,-3.8179791377499567e11,1
2066,-3.6999708825918854e11,1
2067,-3.5659439245898267e11,1
2068,-3.4241722748147754e11,1
2069,-3.286123439707591e11,1
2070,-3.159496919720069e11,1
2071,-2.944283369340711e11,1
2072,-2.7462585189274954e11,1
2073,-2.5578779115856143e11,1
2074,-2.379214147933737e11,1
2075,-2.2084764982781158e11,1
2076,-2.040091506835654e11,1
2077,-1.8718567749481293e11,1
2078,-1.69815579842601e11,1
2079,-1.5182867650436313e11,1
2080,-1.3368886560208205e11,1
2081,-1.1904141265777356e11,1
2082,-1.0475616081938722e11,1
2083,-9.11765350965377e10,1
2084,-7.814519041086478e10,1
2085,-6.56889971306815e10,1
2086,-5.565875403666338e10,1
2087,-4.559414853263023e10,1
2088,-3.51131246368966e10,1
2089,-2.377622200418147e10,1
2090,-1.1035223427216112e10,1
2091,4.893967535759428e9,1
2092,2.124676858182855e10,1
2093,3.67886028549056e10,1
2094,5.025881978787524e10,1
2095,6.2123261195917816e10,1
2096,7.083021611574365e10,1
2097,7.892588670754901e10,1
2098,8.697689972790854e10,1
2099,9.550750794242732e10,1
2100,1.052198294275905e11,1
2101,1.156017627537377e11,1
2102,1.2660137483336703e11,1
2103,1.3596317158093811e11,1
2104,1.4368082983011847e11,1
2105,1.492660513332448e11,1
2106,1.542844304718587e11,1
2107,1.5852481408482285e11,1
2108,1.6270709081932953e11,1
2109,1.6750425571382156e11,1
2110,1.7359312866983652e11,1
2111,1.83236054275452e11,1
2112,1.9361503295393793e11,1
2113,2.0277963458977243e11,1
2114,2.0988734415800098e11,1
2115,2.1532792768327423e11,1
2116,2.238160689290006e11,1
2117,2.3175076780466672e11,1
2118,2.4002651617090515e11,1
2119,2.4919801273723056e11,1
2120,2.6040851429536798e11,1
2121,2.68373736242545e11,1
2122,2.787151597149705e11,1
2123,2.8838283789241095e11,1
2124,2.966018924026585e11,1
2125,3.0339892043827765e11,1
2126,3.088238474897468e11,1
2127,3.134260299237687e11,1
2128,3.180783293968636e11,1
2129,3.234594328840733e11,1
2130,3.307005234216358e11,1
2131,3.3655025769436633e11,1
2132,3.44003056902389e11,1
2133,3.5086693240764343e11,1
2134,3.593023787516571e11,1
2135,3.671385690997904e11,1
2136,3.716289540800278e11,1
2137,3.747469192764125e11,1
2138,3.783089167338003e11,1
2139,3.825124029715058e11,1
2140,3.8798460014230634e11,1
2141,3.89665082932447e11,1
2142,3.9420571933709143e11,1
2143,3.9938075059270184e11,1
2144,4.0402716374674023e11,1
2145,4.0792404089353455e11,1
2146,4.212389615126237e11,1
2147,4.3369191537801874e11,1
2148,4.459407517747848e11,1
2149,4.579447125062502e11,1
2150,4.7049062129494214e11,1
2151,4.790294630617052e11,1
2152,4.8951753138328094e11,1
2153,5.0360738763006335e11,1
2154,5.206980497937694e11,1
2155,5.375643410744873e11,1
2156,5.605836467750022e11,1
2157,5.821251054818715e11,1
2158,6.017053465133813e11,1
2159,6.200491673557771e11,1
2160,6.387964575717045e11,1
2161,6.401549160424304e11,1
2162,6.448102635564391e11,1
2163,6.54266167668218e11,1
2164,6.68199986157233e11,1
2165,6.818547116374285e11,1
2166,7.124983941293479e11,1
2167,7.414798170764694e11,1
2168,7.678817958520579e11,1
2169,7.942149214197792e11,1
2170,8.222412130731124e11,1
2171,8.393567594661653e11,1
2172,8.600051496402402e11,1
2173,8.864058445020499e11,1
2174,9.179301308796926e11,1
2175,9.525251870052004e11,1
2176,9.824825062215096e11,1
2177,1.0104529604080345e12,1
2178,1.0353637009588975e12,1
2179,1.0587574881331245e12,1
2180,1.0820724558798242e12,1
2181,1.1109238484323257e12,1
2182,1.1413409924269065e12,1
2183,1.1738757515600786e12,1
2184,1.2095417487183794e12,1
2185,1.2496956060071892e12,1
2186,1.275242107610875e12,1
2187,1.3045492774846763e12,1
2188,1.3348343238818862e12,1
2189,1.3664880382461409e12,1
2190,1.3961878046078125e12,1
2191,1.4354268850725825e12,1
2192,1.4741470366459033e12,1
2193,1.5148269206050835e12,1
2194,1.5587854766554722e12,1
2195,1.607370228938543e12,1
2196,1.63714617906296e12,1
2197,1.6754686772245845e12,1
2198,1.719143208256756e12,1
2199,1.762883031514885e12,1
2200,1.8039563516394514e12,1
2201,1.8336913280526099e12,1
2202,1.863047294741164e12,1
2203,1.8951565292766196e12,1
2204,1.9297591496492659e12,1
2205,1.967727269243421e12,1
2206,1.9818447819928098e12,1
2207,1.9991719911574912e12,1
2208,2.0222144511954578e12,1
2209,2.0513764484243848e12,1
2210,2.0847847955171533e12,1
2211,2.1308980386745593e12,1
2212,2.1765715927670957e12,1
2213,2.220505721710618e12,1
2214,2.263223697585368e12,1
2215,2.3046087936138584e12,1
2216,2.2679645642066323e12,1
2217,2.2341288927879897e12,1
2218,2.204639786884031e12,1
2219,2.1810247327053872e12,1
2220,2.1648412897225234e12,1
2221,2.1972283387372744e12,1
2222,2.2354233361116724e12,1
2223,2.273918428917816e12,1
2224,2.307184913627505e12,1
2225,2.337035668847823e12,1
2226,2.3287505727507397e12,1
2227,2.3213122555648267e12,1
2228,2.3166137146091025e12,1
2229,2.3165886406186553e12,1
2230,2.3245911014957256e12,1
2231,2.2924233980455312e12,1
2232,2.264156236340919e12,1
2233,2.238750267435571e12,1
2234,2.2142010152247466e12,1
2235,2.1891193277368267e12,1
2236,2.2097494822341636e12,1
2237,2.2304868081360347e12,1
2238,2.253953900727973e12,1
2239,2.281324736482355e12,1
2240,2.3143617528496235e12,1
2241,2.3831803914108467e12,1
2242,2.4639630183576675e12,1
2243,2.552294646767533e12,1
2244,2.6448465452765874e12,1
2245,2.739944684474794e12,1
2246,2.7241691106156494e12,1
2247,2.70982323960791e12,1
2248,2.698185411571451e12,1
2249,2.6894083108696235e12,1
2250,2.6843738404054917e12,1
2251,2.704579711864151e12,1
2252,2.7307839078865e12,1
2253,2.76497375025868e12,1
2254,2.807532848656008e12,1
2255,2.854702683417675e12,1
2256,2.9259152819355586e12,1
2257,2.998869781210549e12,1
2258,3.0715641966809395e12,1
2259,3.144797695922489e12,1
2260,3.21910443579402e12,1
2261,3.2558053700794507e12,1
2262,3.297367147503153e12,1
2263,3.345459096943348e12,1
2264,3.4024599579446436e12,1
2265,3.4707976948242134e12,1
2266,3.5030363476928765e12,1
2267,3.5400922343874893e12,1
2268,3.573982572049593e12,1
2269,3.6010834586047256e12,1
2270,3.6241670202050913e12,1
2271,3.652957113775903e12,1
2272,3.686108772238548e12,1
2273,3.7263329924184756e12,1
2274,3.778005119645928e12,1
2275,3.8432861504197188e12,1
2276,3.950186538752464e12,1
2277,4.061388234042976e12,1
2278,4.1738085791594585e12,1
2279,4.2863816648506465e12,1
2280,4.397098708793351e12,1
2281,4.496696240625838e12,1
2282,4.603040391583806e12,1
2283,4.718322349657686e12,1
2284,4.84586775849993e12,1
2285,4.991299957966185e12,1
2286,5.148936633726461e12,1
2287,5.319034426177496e12,1
2288,5.494959291287379e12,1
2289,5.66847101233661e12,1
2290,5.8426442614417295e12,1
2291,5.85260395771451e12,1
2292,5.866301379903677e12,1
2293,5.887503283461279e12,1
2294,5.921853587334849e12,1
2295,5.976370620379171e12,1
2296,6.029426236297991e12,1
2297,6.094747948320825e12,1
2298,6.164521932518347e12,1
2299,6.22874619978161e12,1
2300,6.286363507257356e12,1
1750,NA,2
1751,NA,2
1752,NA,2
1753,NA,2
1754,NA,2
1755,NA,2
1756,NA,2
1757,NA,2
1758,NA,2
1759,NA,2
1760,NA,2
1761,NA,2
1762,NA,2
1763,NA,2
1764,NA,2
1765,NA,2
1766,NA,2
1767,NA,2
1768,NA,2
1769,NA,2
1770,NA,2
1771,NA,2
1772,NA,2
1773,NA,2
1774,NA,2
1775,NA,2
1776,NA,2
1777,NA,2
1778,NA,2
1779,NA,2
1780,NA,2
1781,NA,2
1782,NA,2
1783,NA,2
1784,NA,2
1785,NA,2
1786,NA,2
1787,NA,2
1788,NA,2
1789,NA,2
1790,NA,2
1791,NA,2
1792,NA,2
1793,NA,2
1794,NA,2
1795,NA,2
1796,NA,2
1797,NA,2
1798,NA,2
1799,NA,2
1800,NA,2
1801,NA,2
1802,NA,2
1803,NA,2
1804,NA,2
1805,NA,2
1806,NA,2
1807,NA,2
1808,NA,2
1809,NA,2
1810,NA,2
1811,NA,2
1812,NA,2
1813,NA,2
1814,NA,2
1815,NA,2
1816,NA,2
1817,NA,2
1818,NA,2
1819,NA,2
1820,NA,2
1821,NA,2
1822,NA,2
1823,NA,2
1824,NA,2
1825,NA,2
1826,NA,2
1827,NA,2
1828,NA,2
1829,NA,2
1830,NA,2
1831,NA,2
1832,NA,2
1833,NA,2
1834,NA,2
1835,NA,2
1836,NA,2
1837,NA,2
1838,NA,2
1839,NA,2
1840,NA,2
1841,NA,2
1842,NA,2
1843,NA,2
1844,NA,2
1845,NA,2
1846,NA,2
1847,NA,2
1848,NA,2
1849,NA,2
1850,NA,2
1851,NA,2
1852,NA,2
1853,NA,2
1854,NA,2
1855,NA,2
1856,NA,2
1857,NA,2
1858,NA,2
1859,NA,2
1860,NA,2
1861,NA,2
1862,NA,2
1863,NA,2
1864,NA,2
1865,NA,2
1866,NA,2
1867,NA,2
1868,NA,2
1869,NA,2
1870,NA,2
1871,NA,2
1872,NA,2
1873,NA,2
1874,NA,2
1875,NA,2
1876,NA,2
1877,NA,2
1878,NA,2
1879,NA,2
1880,NA,2
1881,NA,2
1882,NA,2
1883,NA,2
1884,NA,2
1885,NA,2
1886,NA,2
1887,NA,2
1888,NA,2
1889,NA,2
1890,NA,2
1891,NA,2
1892,NA,2
1893,NA,2
1894,NA,2
1895,NA,2
1896,NA,2
1897,NA,2
1898,NA,2
1899,NA,2
1900,NA,2
1901,NA,2
1902,NA,2
1903,NA,2
1904,NA,2
1905,NA,2
1906,NA,2
1907,NA,2
1908,NA,2
1909,NA,2
1910,NA,2
1911,NA,2
1912,NA,2
1913,NA,2
1914,NA,2
1915,NA,2
1916,NA,2
1917,NA,2
1918,NA,2
1919,NA,2
1920,NA,2
1921,NA,2
1922,NA,2
1923,NA,2
1924,NA,2
1925,NA,2
1926,NA,2
1927,NA,2
1928,NA,2
1929,NA,2
1930,NA,2
1931,NA,2
1932,NA,2
1933,NA,2
1934,NA,2
1935,NA,2
1936,NA,2
1937,NA,2
1938,NA,2
1939,NA,2
1940,NA,2
1941,NA,2
1942,NA,2
1943,NA,2
1944,NA,2
1945,NA,2
1946,NA,2
1947,NA,2
1948,NA,2
1949,NA,2
1950,NA,2
1951,NA,2
1952,NA,2
1953,NA,2
1954,NA,2
1955,NA,2
1956,NA,2
1957,NA,2
1958,NA,2
1959,NA,2
1960,NA,2
1961,NA,2
1962,NA,2
1963,NA,2
1964,NA,2
1965,NA,2
1966,NA,2
1967,NA,2
1968,NA,2
1969,NA,2
1970,NA,2
1971,NA,2
1972,NA,2
1973,NA,2
1974,NA,2
1975,NA,2
1976,NA,2
1977,NA,2
1978,NA,2
1979,NA,2
1980,NA,2
1981,NA,2
1982,NA,2
1983,NA,2
1984,NA,2
1985,NA,2
1986,NA,2
1987,NA,2
1988,NA,2
1989,NA,2
1990,NA,2
1991,NA,2
1992,NA,2
1993,NA,2
1994,NA,2
1995,NA,2
1996,NA,2
1997,NA,2
1998,NA,2
1999,NA,2
2000,NA,2
2001,NA,2
2002,NA,2
2003,NA,2
2004,NA,2
2005,NA,2
2006,NA,2
2007,NA,2
2008,NA,2
2009,NA,2
2010,NA,2
2011,NA,2
2012,NA,2
2013,NA,2
2014,NA,2
2015,NA,2
2016,NA,2
2017,NA,2
2018,NA,2
2019,NA,2
2020,3.67988186833833e11,2
2021,3.969160478400265e11,2
2022,4.27556228244006e11,2
2023,4.595873821825486e11,2
2024,4.9229185772524347e11,2
2025,5.2461738129219415e11,2
2026,5.501501243655739e11,2
2027,5.748372502879829e11,2
2028,5.996943679374001e11,2
2029,6.25303166612825e11,2
2030,6.527798270094672e11,2
2031,6.527479583893868e11,2
2032,6.544149305613635e11,2
2033,6.582427915454288e11,2
2034,6.6468677707983e11,2
2035,6.723478834002242e11,2
2036,7.089659089899849e11,2
2037,7.468078652095752e11,2
2038,7.855524401895519e11,2
2039,8.251571042396228e11,2
2040,8.651686337875944e11,2
2041,8.999385890437997e11,2
2042,9.361221928890555e11,2
2043,9.74653966661864e11,2
2044,1.0161632286599309e12,2
2045,1.0618499449011406e12,2
2046,1.0935376157979008e12,2
2047,1.1332959005012778e12,2
2048,1.2020506528071938e12,2
2049,1.2681599594707742e12,2
2050,1.329304741489531e12,2
2051,1.4277859536615195e12,2
2052,1.5310271626810237e12,2
2053,1.640777454813323e12,2
2054,1.760356279880661e12,2
2055,1.8942817750428284e12,2
2056,1.997377241626941e12,2
2057,2.1079145860074736e12,2
2058,2.2231219805407837e12,2
2059,2.343682375458116e12,2
2060,2.466362298321197e12,2
2061,2.5444703049732056e12,2
2062,2.62361302134365e12,2
2063,2.7067640844610635e12,2
2064,2.7962649590219307e12,2
2065,2.8939678753988413e12,2
2066,3.0428526811422188e12,2
2067,3.210604989839349e12,2
2068,3.394305189400971e12,2
2069,3.5891223854593774e12,2
2070,3.791443909412199e12,2
2071,3.896340560953891e12,2
2072,4.001162526740142e12,2
2073,4.109607821876916e12,2
2074,4.2220715465203613e12,2
2075,4.3397944974211733e12,2
2076,4.46143850435216e12,2
2077,4.59141875277945e12,2
2078,4.733348602799174e12,2
2079,4.888393333014242e12,2
2080,5.054514460451168e12,2
2081,5.227255535061906e12,2
2082,5.40358867802834e12,2
2083,5.581347850843768e12,2
2084,5.761235707991313e12,2
2085,5.943192366725913e12,2
2086,6.006431781099622e12,2
2087,6.0746287035098125e12,2
2088,6.150563565797373e12,2
2089,6.237397249072179e12,2
2090,6.339123043677354e12,2
2091,6.654323382524732e12,2
2092,6.995930792639561e12,2
2093,7.357734497152639e12,2
2094,7.73138825722597e12,2
2095,8.119428894095627e12,2
2096,8.193185316450505e12,2
2097,8.270535133020867e12,2
2098,8.356249717344885e12,2
2099,8.455057617664976e12,2
2100,8.573433745603372e12,2
2101,8.878946565410334e12,2
2102,9.174566747271055e12,2
2103,9.492764551712475e12,2
2104,9.828274329833377e12,2
2105,1.0172553721886166e13,2
2106,1.0371772708529418e13,2
2107,1.0580228457642508e13,2
2108,1.0803014685066305e13,2
2109,1.104662635660116e13,2
2110,1.1319209163823078e13,2
2111,1.1347844395413426e13,2
2112,1.1393950836892193e13,2
2113,1.1436713235442451e13,2
2114,1.1465766543976186e13,2
2115,1.1482668264623012e13,2
2116,1.1459464522140232e13,2
2117,1.1431670871729998e13,2
2118,1.1407988349381418e13,2
2119,1.139382143471842e13,2
2120,1.1428072621016018e13,2
2121,1.1697696701236064e13,2
2122,1.2022646526310336e13,2
2123,1.235512539006109e13,2
2124,1.2678316770491166e13,2
2125,1.2990028398774207e13,2
2126,1.3345990355983203e13,2
2127,1.3697680394744793e13,2
2128,1.4060490519670295e13,2
2129,1.4448445010768805e13,2
2130,1.4886253162576807e13,2
2131,1.5008784831081045e13,2
2132,1.5179557029694258e13,2
2133,1.5355732321822838e13,2
2134,1.5517278927061043e13,2
2135,1.5642717474562688e13,2
2136,1.5758833958080412e13,2
2137,1.5863618160158512e13,2
2138,1.5980341684522352e13,2
2139,1.6113936415361441e13,2
2140,1.6274865423349428e13,2
2141,1.688314555969093e13,2
2142,1.756208659429886e13,2
2143,1.828813214692306e13,2
2144,1.9045190977186223e13,2
2145,1.982877884094653e13,2
2146,2.0113590357670418e13,2
2147,2.0396838304145625e13,2
2148,2.068982055935027e13,2
2149,2.0992947860748652e13,2
2150,2.1320469195953848e13,2
2151,2.125323471384837e13,2
2152,2.1226855803519344e13,2
2153,2.1268528264664098e13,2
2154,2.1370818121780195e13,2
2155,2.1484582989852676e13,2
2156,2.158901842035451e13,2
2157,2.1679139173287336e13,2
2158,2.174649863837434e13,2
2159,2.1800435212774594e13,2
2160,2.186337109576303e13,2
2161,2.2384973973536438e13,2
2162,2.298154123609529e13,2
2163,2.3684117287159598e13,2
2164,2.450010967917077e13,2
2165,2.5366596622110062e13,2
2166,2.6183907850363727e13,2
2167,2.6997482614558938e13,2
2168,2.7788884439443027e13,2
2169,2.859434751037044e13,2
2170,2.9441574114390035e13,2
2171,2.948027240277685e13,2
2172,2.956373718466003e13,2
2173,2.9725937297824984e13,2
2174,2.9958773701022457e13,2
2175,3.0230886227837816e13,2
2176,2.9616340452791477e13,2
2177,2.9048963277391523e13,2
2178,2.8506398871518582e13,2
2179,2.8001773364340715e13,2
2180,2.7547641092330414e13,2
2181,2.7381192793246723e13,2
2182,2.7249621301192887e13,2
2183,2.715919668351399e13,2
2184,2.7120616613634168e13,2
2185,2.7147642258346992e13,2
2186,2.7341482183573918e13,2
2187,2.759449420865287e13,2
2188,2.7876852930875883e13,2
2189,2.819095195268515e13,2
2190,2.8502425810217773e13,2
2191,2.9045342290520027e13,2
2192,2.9582888199692707e13,2
2193,3.013944757309402e13,2
2194,3.072928869361742e13,2
2195,3.1366931162367895e13,2
2196,3.0949552461134926e13,2
2197,3.0623301363202086e13,2
2198,3.0355722923374547e13,2
2199,3.0096068962013586e13,2
2200,2.9817079576626582e13,2
2201,3.007647818288396e13,2
2202,3.031938479321884e13,2
2203,3.057200958736755e13,2
2204,3.083315374131297e13,2
2205,3.11101300051994e13,2
2206,3.205014535105515e13,2
2207,3.3067117766081168e13,2
2208,3.4190965476541926e13,2
2209,3.543677330969889e13,2
2210,3.679946623075012e13,2
2211,3.696292214872585e13,2
2212,3.712719038641443e13,2
2213,3.727855553626076e13,2
2214,3.741947413021074e13,2
2215,3.754834632802116e13,2
2216,3.709158743616579e13,2
2217,3.666965082740589e13,2
2218,3.62978801846789e13,2
2219,3.599188378101233e13,2
2220,3.576850844259974e13,2
2221,3.592337325453082e13,2
2222,3.614903191267686e13,2
2223,3.6396144206886836e13,2
2224,3.6611439112680555e13,2
2225,3.680557403433935e13,2
2226,3.627741799093694e13,2
2227,3.575783293265466e13,2
2228,3.526456018640049e13,2
2229,3.481488908324517e13,2
2230,3.4438135125706473e13,2
2231,3.5429085056882445e13,2
2232,3.652260890893031e13,2
2233,3.771231877265898e13,2
2234,3.898128746631292e13,2
2235,4.031363655975751e13,2
2236,4.205010984969063e13,2
2237,4.3849717838203516e13,2
2238,4.5744608563660555e13,2
2239,4.775570339677468e13,2
2240,4.991414323429645e13,2
2241,4.954284317880665e13,2
2242,4.9277465058057266e13,2
2243,4.9060080250369586e13,2
2244,4.8846344162641305e13,2
2245,4.861285092472246e13,2
2246,4.836220900612951e13,2
2247,4.8128940351584125e13,2
2248,4.792804197102555e13,2
2249,4.776318051319294e13,2
2250,4.764561910911924e13,2
2251,4.801309798577502e13,2
2252,4.8433539689230516e13,2
2253,4.893067709596805e13,2
2254,4.951238677962451e13,2
2255,5.0143196824815445e13,2
2256,5.0689099831861375e13,2
2257,5.124312117960321e13,2
2258,5.178124407327239e13,2
2259,5.230651293916595e13,2
2260,5.282064239403383e13,2
2261,5.269313624793027e13,2
2262,5.2596725754403086e13,2
2263,5.254787730031849e13,2
2264,5.256830357390819e13,2
2265,5.267975477975387e13,2
2266,5.294863830538142e13,2
2267,5.331658412391623e13,2
2268,5.371392258741621e13,2
2269,5.410381853295936e13,2
2270,5.450706508647888e13,2
2271,5.426078684780196e13,2
2272,5.40536812573436e13,2
2273,5.390982987203199e13,2
2274,5.3867352776087164e13,2
2275,5.394577030993172e13,2
2276,5.5667021925363836e13,2
2277,5.7505826860180055e13,2
2278,5.943799568580634e13,2
2279,6.145497045862909e13,2
2280,6.353994647627666e13,2
2281,6.371446067564892e13,2
2282,6.392639934250611e13,2
2283,6.419415184820359e13,2
2284,6.454392365733819e13,2
2285,6.501883909350677e13,2
2286,6.44997471073625e13,2
2287,6.408967729596442e13,2
2288,6.373550947663902e13,2
2289,6.337801665968052e13,2
2290,6.303450756320508e13,2
2291,6.3174031273192805e13,2
2292,6.3318019198358914e13,2
2293,6.34894809570815e13,2
2294,6.372450661259608e13,2
2295,6.406922413371838e13,2
2296,6.528208804419083e13,2
2297,6.665363384152642e13,2
2298,6.814257150201546e13,2
2299,6.968620393731442e13,2
2300,7.127519569133723e13,2
