"time","energy_damage","trialnum"
1888,NA,1
1889,NA,1
1890,NA,1
1891,NA,1
1892,NA,1
1893,NA,1
1894,NA,1
1895,NA,1
1896,NA,1
1897,NA,1
1898,NA,1
1899,NA,1
1900,NA,1
1901,NA,1
1902,NA,1
1903,NA,1
1904,NA,1
1905,NA,1
1906,NA,1
1907,NA,1
1908,NA,1
1909,NA,1
1910,NA,1
1911,NA,1
1912,NA,1
1913,NA,1
1914,NA,1
1915,NA,1
1916,NA,1
1917,NA,1
1918,NA,1
1919,NA,1
1920,NA,1
1921,NA,1
1922,NA,1
1923,NA,1
1924,NA,1
1925,NA,1
1926,NA,1
1927,NA,1
1928,NA,1
1929,NA,1
1930,NA,1
1931,NA,1
1932,NA,1
1933,NA,1
1934,NA,1
1935,NA,1
1936,NA,1
1937,NA,1
1938,NA,1
1939,NA,1
1940,NA,1
1941,NA,1
1942,NA,1
1943,NA,1
1944,NA,1
1945,NA,1
1946,NA,1
1947,NA,1
1948,NA,1
1949,NA,1
1950,NA,1
1951,NA,1
1952,NA,1
1953,NA,1
1954,NA,1
1955,NA,1
1956,NA,1
1957,NA,1
1958,NA,1
1959,NA,1
1960,NA,1
1961,NA,1
1962,NA,1
1963,NA,1
1964,NA,1
1965,NA,1
1966,NA,1
1967,NA,1
1968,NA,1
1969,NA,1
1970,NA,1
1971,NA,1
1972,NA,1
1973,NA,1
1974,NA,1
1975,NA,1
1976,NA,1
1977,NA,1
1978,NA,1
1979,NA,1
1980,NA,1
1981,NA,1
1982,NA,1
1983,NA,1
1984,NA,1
1985,NA,1
1986,NA,1
1987,NA,1
1988,NA,1
1989,NA,1
1990,NA,1
1991,NA,1
1992,NA,1
1993,NA,1
1994,NA,1
1995,NA,1
1996,NA,1
1997,NA,1
1998,NA,1
1999,NA,1
2000,NA,1
2001,NA,1
2002,NA,1
2003,NA,1
2004,NA,1
2005,NA,1
2006,NA,1
2007,NA,1
2008,NA,1
2009,NA,1
2010,NA,1
2011,NA,1
2012,NA,1
2013,NA,1
2014,NA,1
2015,NA,1
2016,NA,1
2017,NA,1
2018,NA,1
2019,NA,1
2020,6.74414886581102e10,1
2021,6.988106805145912e10,1
2022,7.243931257551517e10,1
2023,7.509869871357104e10,1
2024,7.782155216214297e10,1
2025,8.055431252342366e10,1
2026,8.305240118192859e10,1
2027,8.561324352931853e10,1
2028,8.830385335253653e10,1
2029,9.116017582426448e10,1
2030,9.425336928813904e10,1
2031,9.803297115386116e10,1
2032,1.0211851315349693e11,1
2033,1.0656648026272241e11,1
2034,1.1144120345554868e11,1
2035,1.1667352644569987e11,1
2036,1.2290790484043715e11,1
2037,1.2959691308334908e11,1
2038,1.3675164550513417e11,1
2039,1.444020299880755e11,1
2040,1.525489205986191e11,1
2041,1.5552378560509082e11,1
2042,1.5871172300932883e11,1
2043,1.621890010451744e11,1
2044,1.6600364630102084e11,1
2045,1.702486331783469e11,1
2046,1.7352387123785284e11,1
2047,1.7701960262056824e11,1
2048,1.8064432439018875e11,1
2049,1.8425299191234924e11,1
2050,1.877859409290193e11,1
2051,1.893894477539312e11,1
2052,1.9117041282108475e11,1
2053,1.93172577274536e11,1
2054,1.9547482566178305e11,1
2055,1.9817217761012415e11,1
2056,2.0006460332656476e11,1
2057,2.021904509523959e11,1
2058,2.0447077612233383e11,1
2059,2.0692317549551862e11,1
2060,2.0946436353800967e11,1
2061,2.0775613084847092e11,1
2062,2.0626595549165952e11,1
2063,2.0505293420954477e11,1
2064,2.0415106818221442e11,1
2065,2.0357917514495416e11,1
2066,2.1030485082279248e11,1
2067,2.1774305273366187e11,1
2068,2.258549683007349e11,1
2069,2.3457147031751318e11,1
2070,2.438620055687346e11,1
2071,2.402440528683921e11,1
2072,2.368373392771593e11,1
2073,2.3371430497663553e11,1
2074,2.3087178227548822e11,1
2075,2.2832764406397006e11,1
2076,2.286019211606038e11,1
2077,2.2917880795524078e11,1
2078,2.3011373983628943e11,1
2079,2.3141345869464987e11,1
2080,2.330305225333446e11,1
2081,2.371089370163239e11,1
2082,2.414370124124784e11,1
2083,2.4598847069882687e11,1
2084,2.5079041694997202e11,1
2085,2.558521753892622e11,1
2086,2.5957108689987927e11,1
2087,2.6361968851507776e11,1
2088,2.6804695450149954e11,1
2089,2.7291171352794727e11,1
2090,2.782889718841657e11,1
2091,2.8089095399771277e11,1
2092,2.838214332467739e11,1
2093,2.869544077450321e11,1
2094,2.9016127286656177e11,1
2095,2.935079485297132e11,1
2096,2.946167430628867e11,1
2097,2.9620887136093304e11,1
2098,2.983566081517906e11,1
2099,3.0113209961300415e11,1
2100,3.0463362427659686e11,1
2101,3.006442973123839e11,1
2102,2.9767457575631635e11,1
2103,2.9537194046985516e11,1
2104,2.936656495864493e11,1
2105,2.924419770339584e11,1
2106,2.845490152033844e11,1
2107,2.770242449916852e11,1
2108,2.6993142586864212e11,1
2109,2.633290771097086e11,1
2110,2.5727657481676074e11,1
2111,2.561811251523163e11,1
2112,2.5553848151381595e11,1
2113,2.5508510686560895e11,1
2114,2.546903388758661e11,1
2115,2.5437214440135483e11,1
2116,2.5718138833598492e11,1
2117,2.6029352725423938e11,1
2118,2.6382768140643396e11,1
2119,2.6786593203209457e11,1
2120,2.725643951099534e11,1
2121,2.7482533861150238e11,1
2122,2.77845741884508e11,1
2123,2.8126694783913965e11,1
2124,2.850024818580925e11,1
2125,2.8906402619498157e11,1
2126,2.882074106864402e11,1
2127,2.874056689899455e11,1
2128,2.867644165652071e11,1
2129,2.86364606721791e11,1
2130,2.863420737126794e11,1
2131,2.8016302561345154e11,1
2132,2.7475042784051743e11,1
2133,2.698105621377406e11,1
2134,2.6521702530630853e11,1
2135,2.6085254992215903e11,1
2136,2.5644844005319806e11,1
2137,2.5215021853366595e11,1
2138,2.4807317200794858e11,1
2139,2.442201604112685e11,1
2140,2.406227043308446e11,1
2141,2.374963458752558e11,1
2142,2.3484541341644867e11,1
2143,2.3249599826523352e11,1
2144,2.3034703926165335e11,1
2145,2.2836266390679984e11,1
2146,2.319715830596752e11,1
2147,2.3568941952646628e11,1
2148,2.3956784295832275e11,1
2149,2.4361222800510876e11,1
2150,2.4788641064854507e11,1
2151,2.5266267827233374e11,1
2152,2.5780373769168414e11,1
2153,2.6344905329506973e11,1
2154,2.6957918721950223e11,1
2155,2.759740520425475e11,1
2156,2.8484448435933826e11,1
2157,2.9453952044191656e11,1
2158,3.0509239850070605e11,1
2159,3.166377970316282e11,1
2160,3.29395782050203e11,1
2161,3.2534606685111743e11,1
2162,3.220090098907613e11,1
2163,3.194741057755604e11,1
2164,3.176907401143482e11,1
2165,3.162667596268923e11,1
2166,3.298601191143288e11,1
2167,3.442114639463684e11,1
2168,3.593198579672059e11,1
2169,3.754778015755823e11,1
2170,3.929419778141909e11,1
2171,3.937634269462644e11,1
2172,3.951048258360429e11,1
2173,3.971308623226511e11,1
2174,3.9976582189495483e11,1
2175,4.0282119692835583e11,1
2176,4.1587379026645166e11,1
2177,4.2948037277830536e11,1
2178,4.43571258810652e11,1
2179,4.5829634710485077e11,1
2180,4.7380823529798676e11,1
2181,4.8512183856809924e11,1
2182,4.972531135058325e11,1
2183,5.1029200673776666e11,1
2184,5.243737585096012e11,1
2185,5.396700047100089e11,1
2186,5.501625703047811e11,1
2187,5.616865110311104e11,1
2188,5.740258953215074e11,1
2189,5.872527835078976e11,1
2190,6.010992328638866e11,1
2191,6.248454192574208e11,1
2192,6.499569159480544e11,1
2193,6.767643764916842e11,1
2194,7.055079003199849e11,1
2195,7.364500186817141e11,1
2196,7.503345860427782e11,1
2197,7.662943411133182e11,1
2198,7.841040058015468e11,1
2199,8.033106173999642e11,1
2200,8.237221906269913e11,1
2201,8.318080856024122e11,1
2202,8.412200441755535e11,1
2203,8.523819927415531e11,1
2204,8.653728194827535e11,1
2205,8.804179924097628e11,1
2206,8.866611685950178e11,1
2207,8.9391588312252e11,1
2208,9.02471115094353e11,1
2209,9.123908252909728e11,1
2210,9.234899612675847e11,1
2211,9.432035898768191e11,1
2212,9.640307976771338e11,1
2213,9.858797755027635e11,1
2214,1.0088687705782955e12,1
2215,1.033051567971798e12,1
2216,1.0237942262801863e12,1
2217,1.0155003519157908e12,1
2218,1.0083558974565547e12,1
2219,1.0025549712992429e12,1
2220,9.983051993204363e11,1
2221,1.0086776573756285e12,1
2222,1.0211393081252235e12,1
2223,1.035058351475109e12,1
2224,1.049791945952027e12,1
2225,1.0656023249839554e12,1
2226,1.0519415651010905e12,1
2227,1.039251538938845e12,1
2228,1.0277147016204724e12,1
2229,1.0175166260699318e12,1
2230,1.009011848224681e12,1
2231,1.001156771238397e12,1
2232,9.950894997240629e11,1
2233,9.906186212067264e11,1
2234,9.87437508963219e11,1
2235,9.853177028304932e11,1
2236,9.977636935494187e11,1
2237,1.0114510236125964e12,1
2238,1.0267532616431481e12,1
2239,1.0438679209678209e12,1
2240,1.0630827855197101e12,1
2241,1.0847824136213762e12,1
2242,1.108619543650492e12,1
2243,1.133760016547304e12,1
2244,1.1594936300583657e12,1
2245,1.1853008621316572e12,1
2246,1.1657951261412114e12,1
2247,1.1480787197030198e12,1
2248,1.132152058519182e12,1
2249,1.1178915186614546e12,1
2250,1.105282566454772e12,1
2251,1.1241677180786406e12,1
2252,1.1450708671343167e12,1
2253,1.1684038661858057e12,1
2254,1.1943892738218877e12,1
2255,1.222707782374647e12,1
2256,1.2750259515055264e12,1
2257,1.3306575680267314e12,1
2258,1.3895782645235952e12,1
2259,1.4521767669945955e12,1
2260,1.5188457906711003e12,1
2261,1.5359188710852627e12,1
2262,1.555095036356841e12,1
2263,1.5766503220862527e12,1
2264,1.6009801645995244e12,1
2265,1.6285017807135808e12,1
2266,1.6386562759053743e12,1
2267,1.6514618900778247e12,1
2268,1.6657593149213188e12,1
2269,1.6810433876892737e12,1
2270,1.6977852881224321e12,1
2271,1.737219577714915e12,1
2272,1.7809238863011406e12,1
2273,1.8294596265911584e12,1
2274,1.8837137027553767e12,1
2275,1.9442761742033499e12,1
2276,2.009624685190617e12,1
2277,2.0785243804191045e12,1
2278,2.1506086484010452e12,1
2279,2.2258507029063867e12,1
2280,2.3040583000744277e12,1
2281,2.357718053827872e12,1
2282,2.4158966517282246e12,1
2283,2.4792572072064663e12,1
2284,2.548702405000527e12,1
2285,2.625592260351785e12,1
2286,2.711072013536574e12,1
2287,2.8030047671741636e12,1
2288,2.9005268126639033e12,1
2289,3.0024820914338706e12,1
2290,3.1098053676547324e12,1
2291,3.1097475017456973e12,1
2292,3.116796970000049e12,1
2293,3.131768482301138e12,1
2294,3.155876605670563e12,1
2295,3.190660752583607e12,1
2296,3.1811147664366396e12,1
2297,3.1763874275360283e12,1
2298,3.175040587727735e12,1
2299,3.175307204858619e12,1
2300,3.1770932108336157e12,1
1750,NA,2
1751,NA,2
1752,NA,2
1753,NA,2
1754,NA,2
1755,NA,2
1756,NA,2
1757,NA,2
1758,NA,2
1759,NA,2
1760,NA,2
1761,NA,2
1762,NA,2
1763,NA,2
1764,NA,2
1765,NA,2
1766,NA,2
1767,NA,2
1768,NA,2
1769,NA,2
1770,NA,2
1771,NA,2
1772,NA,2
1773,NA,2
1774,NA,2
1775,NA,2
1776,NA,2
1777,NA,2
1778,NA,2
1779,NA,2
1780,NA,2
1781,NA,2
1782,NA,2
1783,NA,2
1784,NA,2
1785,NA,2
1786,NA,2
1787,NA,2
1788,NA,2
1789,NA,2
1790,NA,2
1791,NA,2
1792,NA,2
1793,NA,2
1794,NA,2
1795,NA,2
1796,NA,2
1797,NA,2
1798,NA,2
1799,NA,2
1800,NA,2
1801,NA,2
1802,NA,2
1803,NA,2
1804,NA,2
1805,NA,2
1806,NA,2
1807,NA,2
1808,NA,2
1809,NA,2
1810,NA,2
1811,NA,2
1812,NA,2
1813,NA,2
1814,NA,2
1815,NA,2
1816,NA,2
1817,NA,2
1818,NA,2
1819,NA,2
1820,NA,2
1821,NA,2
1822,NA,2
1823,NA,2
1824,NA,2
1825,NA,2
1826,NA,2
1827,NA,2
1828,NA,2
1829,NA,2
1830,NA,2
1831,NA,2
1832,NA,2
1833,NA,2
1834,NA,2
1835,NA,2
1836,NA,2
1837,NA,2
1838,NA,2
1839,NA,2
1840,NA,2
1841,NA,2
1842,NA,2
1843,NA,2
1844,NA,2
1845,NA,2
1846,NA,2
1847,NA,2
1848,NA,2
1849,NA,2
1850,NA,2
1851,NA,2
1852,NA,2
1853,NA,2
1854,NA,2
1855,NA,2
1856,NA,2
1857,NA,2
1858,NA,2
1859,NA,2
1860,NA,2
1861,NA,2
1862,NA,2
1863,NA,2
1864,NA,2
1865,NA,2
1866,NA,2
1867,NA,2
1868,NA,2
1869,NA,2
1870,NA,2
1871,NA,2
1872,NA,2
1873,NA,2
1874,NA,2
1875,NA,2
1876,NA,2
1877,NA,2
1878,NA,2
1879,NA,2
1880,NA,2
1881,NA,2
1882,NA,2
1883,NA,2
1884,NA,2
1885,NA,2
1886,NA,2
1887,NA,2
1888,NA,2
1889,NA,2
1890,NA,2
1891,NA,2
1892,NA,2
1893,NA,2
1894,NA,2
1895,NA,2
1896,NA,2
1897,NA,2
1898,NA,2
1899,NA,2
1900,NA,2
1901,NA,2
1902,NA,2
1903,NA,2
1904,NA,2
1905,NA,2
1906,NA,2
1907,NA,2
1908,NA,2
1909,NA,2
1910,NA,2
1911,NA,2
1912,NA,2
1913,NA,2
1914,NA,2
1915,NA,2
1916,NA,2
1917,NA,2
1918,NA,2
1919,NA,2
1920,NA,2
1921,NA,2
1922,NA,2
1923,NA,2
1924,NA,2
1925,NA,2
1926,NA,2
1927,NA,2
1928,NA,2
1929,NA,2
1930,NA,2
1931,NA,2
1932,NA,2
1933,NA,2
1934,NA,2
1935,NA,2
1936,NA,2
1937,NA,2
1938,NA,2
1939,NA,2
1940,NA,2
1941,NA,2
1942,NA,2
1943,NA,2
1944,NA,2
1945,NA,2
1946,NA,2
1947,NA,2
1948,NA,2
1949,NA,2
1950,NA,2
1951,NA,2
1952,NA,2
1953,NA,2
1954,NA,2
1955,NA,2
1956,NA,2
1957,NA,2
1958,NA,2
1959,NA,2
1960,NA,2
1961,NA,2
1962,NA,2
1963,NA,2
1964,NA,2
1965,NA,2
1966,NA,2
1967,NA,2
1968,NA,2
1969,NA,2
1970,NA,2
1971,NA,2
1972,NA,2
1973,NA,2
1974,NA,2
1975,NA,2
1976,NA,2
1977,NA,2
1978,NA,2
1979,NA,2
1980,NA,2
1981,NA,2
1982,NA,2
1983,NA,2
1984,NA,2
1985,NA,2
1986,NA,2
1987,NA,2
1988,NA,2
1989,NA,2
1990,NA,2
1991,NA,2
1992,NA,2
1993,NA,2
1994,NA,2
1995,NA,2
1996,NA,2
1997,NA,2
1998,NA,2
1999,NA,2
2000,NA,2
2001,NA,2
2002,NA,2
2003,NA,2
2004,NA,2
2005,NA,2
2006,NA,2
2007,NA,2
2008,NA,2
2009,NA,2
2010,NA,2
2011,NA,2
2012,NA,2
2013,NA,2
2014,NA,2
2015,NA,2
2016,NA,2
2017,NA,2
2018,NA,2
2019,NA,2
2020,6.974029472224864e10,2
2021,7.434562378365e10,2
2022,7.935181020719504e10,2
2023,8.477271916524974e10,2
2024,9.059545284815822e10,2
2025,9.678223154243903e10,2
2026,1.0112841747084851e11,2
2027,1.0573873480398051e11,2
2028,1.1074175790134541e11,2
2029,1.162440326478819e11,2
2030,1.224105605517684e11,2
2031,1.211682106086944e11,2
2032,1.201964428579052e11,2
2033,1.1953449019824696e11,2
2034,1.1922234449471739e11,2
2035,1.1914604058584932e11,2
2036,1.2458318528566066e11,2
2037,1.3040904979006927e11,2
2038,1.3662263669723143e11,2
2039,1.4324857537074802e11,2
2040,1.502780588530436e11,2
2041,1.5508526803677158e11,2
2042,1.6025509161854358e11,2
2043,1.6588226516694305e11,2
2044,1.720372126825116e11,2
2045,1.7884372231574634e11,2
2046,1.836823194061111e11,2
2047,1.8899353717293597e11,2
2048,1.9469899551327393e11,2
2049,2.0064615088506287e11,2
2050,2.067688057649186e11,2
2051,2.2009180285108194e11,2
2052,2.3445892433594904e11,2
2053,2.5002228787772568e11,2
2054,2.670111889049981e11,2
2055,2.857224818419055e11,2
2056,2.991020761643078e11,2
2057,3.1362191159795215e11,2
2058,3.292327773834343e11,2
2059,3.4603924521239154e11,2
2060,3.639733177944639e11,2
2061,3.809836721068346e11,2
2062,3.991829361667211e11,2
2063,4.188017472009798e11,2
2064,4.4006329618118286e11,2
2065,4.6318794648170996e11,2
2066,4.7635880318015845e11,2
2067,4.919256497178079e11,2
2068,5.0972685137192535e11,2
2069,5.295265463151447e11,2
2070,5.511774325604481e11,2
2071,5.672011184382155e11,2
2072,5.842327192281382e11,2
2073,6.025300460828419e11,2
2074,6.221813680807552e11,2
2075,6.433299032238098e11,2
2076,6.594687496953395e11,2
2077,6.766765951974485e11,2
2078,6.952179363427507e11,2
2079,7.152218654220879e11,2
2080,7.366325466287792e11,2
2081,7.599598303710715e11,2
2082,7.845568867030746e11,2
2083,8.103934875569504e11,2
2084,8.376234234375262e11,2
2085,8.663694411408729e11,2
2086,8.6323919648386e11,2
2087,8.613312603501229e11,2
2088,8.6082815659146e11,2
2089,8.619379600289734e11,2
2090,8.649225027360006e11,2
2091,8.997443866382612e11,2
2092,9.385826365868251e11,2
2093,9.813272112608723e11,2
2094,1.0277704173799957e12,2
2095,1.0783957785883479e12,2
2096,1.0918434131567742e12,2
2097,1.1070993694815562e12,2
2098,1.1245655046551316e12,2
2099,1.1446675535935159e12,2
2100,1.1679734481433662e12,2
2101,1.2199416198421018e12,2
2102,1.273860846286897e12,2
2103,1.3320436992516482e12,2
2104,1.394397931147806e12,2
2105,1.4606099967941445e12,2
2106,1.4989895554029766e12,2
2107,1.5395581869819695e12,2
2108,1.5827669408189795e12,2
2109,1.6291851479203262e12,2
2110,1.6795245892687917e12,2
2111,1.6734665292696116e12,2
2112,1.6697374133836802e12,2
2113,1.6668531150066812e12,2
2114,1.6640811913250479e12,2
2115,1.661541403359441e12,2
2116,1.6430614707173965e12,2
2117,1.6260405885321858e12,2
2118,1.6110441855294895e12,2
2119,1.5984041392632285e12,2
2120,1.5888366106194392e12,2
2121,1.638720480866979e12,2
2122,1.694120011512102e12,2
2123,1.7532529023269812e12,2
2124,1.8155740957791418e12,2
2125,1.8811535892860269e12,2
2126,1.9191909518188408e12,2
2127,1.958987940914472e12,2
2128,2.0013414497847935e12,2
2129,2.04699092998007e12,2
2130,2.0971600293509292e12,2
2131,2.118589166198672e12,2
2132,2.1462173031990051e12,2
2133,2.1782285199421062e12,2
2134,2.2137984286506455e12,2
2135,2.2519949285393677e12,2
2136,2.2468099182311597e12,2
2137,2.243637068664021e12,2
2138,2.24368163597327e12,2
2139,2.247287929763833e12,2
2140,2.255082198018088e12,2
2141,2.3522177659861255e12,2
2142,2.4584322253274478e12,2
2143,2.5732187107240933e12,2
2144,2.69644722984848e12,2
2145,2.8285935607972886e12,2
2146,2.891303253096713e12,2
2147,2.9582933408732227e12,2
2148,3.030425633193811e12,2
2149,3.108060296012595e12,2
2150,3.1923459556129976e12,2
2151,3.193819455156667e12,2
2152,3.200706861920476e12,2
2153,3.2144755450223574e12,2
2154,3.234747355681e12,2
2155,3.2587985761345264e12,2
2156,3.2575991214452344e12,2
2157,3.265108259770921e12,2
2158,3.280571873442141e12,2
2159,3.3043017430970938e12,2
2160,3.3374405854512793e12,2
2161,3.4211961060257544e12,2
2162,3.5155212859858486e12,2
2163,3.622593204285491e12,2
2164,3.7433022239694194e12,2
2165,3.874463836988161e12,2
2166,4.058790786538681e12,2
2167,4.254555098673887e12,2
2168,4.461468968119983e12,2
2169,4.682745578599722e12,2
2170,4.921325259916408e12,2
2171,4.946377453353467e12,2
2172,4.977894179794322e12,2
2173,5.018270910736826e12,2
2174,5.067139778368494e12,2
2175,5.122556695668643e12,2
2176,4.829705885055535e12,2
2177,4.568739933751568e12,2
2178,4.3349080555328184e12,2
2179,4.126225871558099e12,2
2180,3.9409673276450645e12,2
2181,3.9687432134145083e12,2
2182,4.0044884530095967e12,2
2183,4.0488534897046084e12,2
2184,4.102829438633678e12,2
2185,4.167694339220855e12,2
2186,4.216094548186969e12,2
2187,4.2752812052737207e12,2
2188,4.34372879940322e12,2
2189,4.422021621176689e12,2
2190,4.50836693513291e12,2
2191,4.629616010447098e12,2
2192,4.757935447916668e12,2
2193,4.895355501047019e12,2
2194,5.043311223953706e12,2
2195,5.203347002832977e12,2
2196,5.137586999744843e12,2
2197,5.083010995473813e12,2
2198,5.037098169905098e12,2
2199,4.995981542844079e12,2
2200,4.957458611476117e12,2
2201,5.0462601067727e12,2
2202,5.140960294059846e12,2
2203,5.243870812428667e12,2
2204,5.355320061323584e12,2
2205,5.476334447756176e12,2
2206,5.736847813046224e12,2
2207,6.021246153420779e12,2
2208,6.333869304645671e12,2
2209,6.678201094521932e12,2
2210,7.056316558381876e12,2
2211,7.0494399967838955e12,2
2212,7.049306633680666e12,2
2213,7.05475039303407e12,2
2214,7.066026079692168e12,2
2215,7.083042935990294e12,2
2216,6.843681271286382e12,2
2217,6.6187876807398e12,2
2218,6.408893115498508e12,2
2219,6.214485607851805e12,2
2220,6.036091146173195e12,2
2221,6.033534912194944e12,2
2222,6.046103552658595e12,2
2223,6.069952823872582e12,2
2224,6.100961507011763e12,2
2225,6.140058991572533e12,2
2226,5.987617094465893e12,2
2227,5.843134043370681e12,2
2228,5.70757861120198e12,2
2229,5.581875848231133e12,2
2230,5.467863423524399e12,2
2231,5.622614642370448e12,2
2232,5.795126645031303e12,2
2233,5.985610321183915e12,2
2234,6.193546429447777e12,2
2235,6.418568067138563e12,2
2236,6.743613732437012e12,2
2237,7.087588173215752e12,2
2238,7.454177607300026e12,2
2239,7.846356309163126e12,2
2240,8.268099164617954e12,2
2241,8.253178450726266e12,2
2242,8.250598358083824e12,2
2243,8.255573614539833e12,2
2244,8.264284751139876e12,2
2245,8.274550846637397e12,2
2246,8.000766680388524e12,2
2247,7.752500984988826e12,2
2248,7.529232436144498e12,2
2249,7.329611990483039e12,2
2250,7.152987106299328e12,2
2251,7.235843757468532e12,2
2252,7.329185868872708e12,2
2253,7.435183281522773e12,2
2254,7.554880197352735e12,2
2255,7.686031160773802e12,2
2256,7.835089715503609e12,2
2257,7.991454771120227e12,2
2258,8.153516307272731e12,2
2259,8.321784734478288e12,2
2260,8.496686550981279e12,2
2261,8.515251484382265e12,2
2262,8.54098760030045e12,2
2263,8.575315760095719e12,2
2264,8.620154565190858e12,2
2265,8.677497897836401e12,2
2266,8.944798288628332e12,2
2267,9.243604573587602e12,2
2268,9.569450047939518e12,2
2269,9.920393047937416e12,2
2270,1.029991608409729e13,2
2271,1.0190481387275943e13,2
2272,1.0108640732256793e13,2
2273,1.005683461334822e13,2
2274,1.0039056107582656e13,2
2275,1.0057683354714691e13,2
2276,1.061146752394467e13,2
2277,1.1220980834490834e13,2
2278,1.1888495159466125e13,2
2279,1.2618267105370424e13,2
2280,1.3414079276268074e13,2
2281,1.3508488199713773e13,2
2282,1.361312455375738e13,2
2283,1.373023922026705e13,2
2284,1.386305042820203e13,2
2285,1.4016834388695248e13,2
2286,1.3622342916825969e13,2
2287,1.3267395428886768e13,2
2288,1.2944207704671496e13,2
2289,1.2644919844725584e13,2
2290,1.2370425624962195e13,2
2291,1.2565009612920969e13,2
2292,1.2778741955104691e13,2
2293,1.3015014726657375e13,2
2294,1.3278959448355914e13,2
2295,1.3577273610458625e13,2
2296,1.3811026614627287e13,2
2297,1.4085586188383865e13,2
2298,1.4397176445490455e13,2
2299,1.4739663217136803e13,2
2300,1.5113257030055604e13,2
